Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,ML_Selected,Significant,Validated
LMBR1,-0.27392244354293466,-0.05761127536231884,-1.670797336666278,0.09589979661512028,0.2346982909850033,-4.832517928265123,FALSE,FALSE,FALSE
ZNF519,-0.13197000540906026,-0.025951579710144928,-1.6707486931202553,0.09590928090506945,0.2346982909850033,-4.832594888867073,FALSE,FALSE,FALSE
GRTP1,0.1035422697768764,0.010767746376811594,1.6705224187111898,0.09595405016875351,0.2347620915664203,-4.832954080214785,FALSE,FALSE,FALSE
PRPF40A,0.24373652805950013,0.06399018115942029,1.6702526864742975,0.09600755321691028,0.23484723128609497,-4.833382411010176,FALSE,FALSE,FALSE
CASP6,0.1463164939148072,0.036019605072463774,1.6698595614477065,0.09608529583629363,0.23494658539603286,-4.834006035517408,FALSE,FALSE,FALSE
STRBP,-0.8483905375253524,-0.08930885507246375,-1.6698592980066422,0.09608559382037501,0.23494658539603286,-4.834006920435303,FALSE,FALSE,FALSE
CMTM5,-1.4496375862068969,-0.2917101231884058,-1.6697467509671433,0.0961078924761792,0.23495535395850975,-4.83418549184287,FALSE,FALSE,FALSE
GARS1,-1.323549431710618,-0.34514540217391304,-1.669417756929319,0.09617309909741954,0.23506899596402564,-4.834707418710559,FALSE,FALSE,FALSE
MYOM2,-0.9417377085868839,-0.004203384057971006,-1.6684831023729216,0.0963585418724962,0.23539577814466756,-4.836189635795074,FALSE,FALSE,FALSE
RASGEF1B,-0.11861878025693033,-0.0037291304347826103,-1.668480758096378,0.09635876150126724,0.23539577814466756,-4.836192888747784,FALSE,FALSE,FALSE
EHBP1,-0.5281799019607846,-0.07787441304347827,-1.668357485940068,0.09638348706958196,0.23539577814466756,-4.83638878201101,FALSE,FALSE,FALSE
SFMBT1,0.1501260493576744,0.01914720289855073,1.6683363264549023,0.09638744361767329,0.23539577814466756,-4.83642186244436,FALSE,FALSE,FALSE
ZMIZ1,0.43251624983096715,0.009677170289855068,1.6682716633077237,0.09640053291015295,0.23539577814466756,-4.836524832619603,FALSE,FALSE,FALSE
TUBB,-4.856898135226509,-1.5715181376811596,-1.6680011820710143,0.09645427096956372,0.2354799415573302,-4.836953569055075,FALSE,FALSE,FALSE
ZDHHC17,-0.4074325199459098,-0.0654431811594203,-1.6678187090344103,0.09649053754462165,0.2354799415573302,-4.837242766342792,FALSE,FALSE,FALSE
NDOR1,0.24192120486815405,0.06077446376811595,1.667814378088796,0.09649126308637017,0.2354799415573302,-4.837249375565758,FALSE,FALSE,FALSE
PIK3C3,-0.1417549962812712,-0.014083692028985503,-1.6673140277281389,0.09659065433462746,0.23567669176556208,-4.8380420017752375,FALSE,FALSE,FALSE
PFAS,-0.1417810463150779,-0.03773477173913044,-1.666668418080682,0.09671916489367213,0.23594440147754947,-4.839064663221891,FALSE,FALSE,FALSE
AKT2,0.7655846737660585,0.0883718152173913,1.6665164347115784,0.09674968357229316,0.23597300445487818,-4.839305811293834,FALSE,FALSE,FALSE
UBE2T,-0.403594976335362,-0.09917817391304348,-1.6663597162861246,0.09678090744535667,0.23600331596113774,-4.839553976087336,FALSE,FALSE,FALSE
RPE,-0.2236894283299528,0.013666952898550725,-1.6661855389136564,0.09681542730276513,0.23604165149777065,-4.8398294027267825,FALSE,FALSE,FALSE
FEN1,-0.28423779479377953,-0.049656735507246384,-1.6658359135857412,0.09688523495937332,0.23616598915742407,-4.840383085761134,FALSE,FALSE,FALSE
WDR89,-0.062425609195402326,-0.01578227536231884,-1.6654449854025584,0.09696307003471123,0.23630984226627216,-4.841001546709903,FALSE,FALSE,FALSE
NRDE2,0.5073391602434083,0.07727011594202897,1.665312393366025,0.09698977942711023,0.23632906471701845,-4.841211833096362,FALSE,FALSE,FALSE
GGT1,0.3306134580797839,0.06269904710144929,1.6651861468699376,0.09701498175215503,0.2363446082421534,-4.841411605723468,FALSE,FALSE,FALSE
M6PR,-0.8507243147396892,-0.13576075724637682,-1.6650839357822889,0.0970353897953907,0.23634846833577605,-4.841573333824307,FALSE,FALSE,FALSE
CCDC74B,0.2220415490196076,0.004054666666666669,1.6647092140807769,0.09711003897204355,0.23647761161795203,-4.842165802293852,FALSE,FALSE,FALSE
FTH1,-97.0011640997296,-13.992871713768116,-1.6646299412901404,0.09712607861689858,0.23647761161795203,-4.842291569598604,FALSE,FALSE,FALSE
CHDH,0.819208007775524,0.21839363405797102,1.6642257663832682,0.09720687292119398,0.2366284405580674,-4.842930827614562,FALSE,FALSE,FALSE
ABHD17A,4.260064512508452,0.900151384057971,1.6630283135946424,0.09744656014318175,0.23716592540371972,-4.844823871061185,FALSE,FALSE,FALSE
LIPT1,-0.15906610209601085,-0.028713695652173913,-1.662008099264135,0.09765089895127564,0.23761718744810403,-4.846435218373396,FALSE,FALSE,FALSE
CSNK1D,0.5031334472616642,0.13115778623188407,1.661722705540268,0.09770843720440245,0.23771112914909456,-4.846886375821038,FALSE,FALSE,FALSE
RASL11B,-0.5824216217038543,-0.09141155434782608,-1.661139569609983,0.09782558434057617,0.23795002653627945,-4.8478070591490505,FALSE,FALSE,FALSE
ATP6V1A,-1.7159438732251535,-0.26505363405797105,-1.6605473285440744,0.09794467609080686,0.23819356052608384,-4.8487417942150515,FALSE,FALSE,FALSE
EDEM2,-0.13029684584178505,-0.0020160362318840555,-1.660421873364403,0.09796967219068145,0.23820821146905427,-4.848939313445692,FALSE,FALSE,FALSE
ECHDC1,-0.257594906693712,-0.04412134782608696,-1.6600302139171155,0.0980486201356921,0.23832494696170176,-4.849557444870791,FALSE,FALSE,FALSE
FBXL8,0.15206440229885068,0.03231085507246377,1.6599026107272024,0.09807420636289173,0.23832494696170176,-4.849758538548677,FALSE,FALSE,FALSE
RECQL4,0.4311576984448951,0.07323459420289856,1.6599017508977267,0.09807462575271687,0.23832494696170176,-4.849760338668623,FALSE,FALSE,FALSE
S100B,-21.032722808992588,-1.7462970905797102,-1.6597058063777441,0.09811409521437087,0.23837472513770133,-4.850069408650642,FALSE,FALSE,FALSE
NRBP2,-1.5762628948613928,-0.18426611231884055,-1.6594169923137696,0.09817229481715874,0.23846998137439449,-4.850524899788799,FALSE,FALSE,FALSE
ROBO3,-1.1394393918187975,-0.0406002644927536,-1.6591256827894834,0.09823102536972433,0.23856649024028215,-4.850984247901501,FALSE,FALSE,FALSE
SMC6,0.14395399323867447,0.04310856521739131,1.6589659323577288,0.09826299817495991,0.2385979897669303,-4.85123567336759,FALSE,FALSE,FALSE
LCMT1,-1.0070082413793098,-0.41699468840579706,-1.6586552044922964,0.09832593749857314,0.23870465414386782,-4.851725949481964,FALSE,FALSE,FALSE
HINFP,-0.5143103485463163,-0.01768505434782608,-1.6576700606201906,0.09852491443145468,0.23908943873111957,-4.853278345892718,FALSE,FALSE,FALSE
SZT2,0.16275392765382027,0.01672055072463768,1.6576124178475213,0.09853632066711307,0.23908943873111957,-4.853368713229884,FALSE,FALSE,FALSE
PCDHB4,0.11514616599053408,0.002194010869565219,1.6575864946004106,0.09854156143943484,0.23908943873111957,-4.853409549730493,FALSE,FALSE,FALSE
ITPA,-0.7648063150777571,-0.17399213043478262,-1.657223327433732,0.09861525097626565,0.23922200372063204,-4.853982013416416,FALSE,FALSE,FALSE
MAN2B1,0.6979512897227855,0.21886708333333332,1.656996040601614,0.0986612374984269,0.23928732818818776,-4.8543399508141665,FALSE,FALSE,FALSE
C6orf120,-0.13672553820148747,-0.031078456521739132,-1.6565104657824912,0.09875929426649846,0.23947889123409707,-4.855104049920389,FALSE,FALSE,FALSE
ZNF256,-0.05523103786342129,0.0010730797101449264,-1.6556979105565246,0.09892396938199452,0.23981710018750807,-4.8563829250887975,FALSE,FALSE,FALSE
SPHK1,0.24735412305611917,0.024072623188405796,1.6556224347014026,0.0989393896053053,0.23981710018750807,-4.856501883642211,FALSE,FALSE,FALSE
UNC5C,0.052590647058823575,0.003642659420289855,1.6555396505669775,0.09895606849884353,0.23981710018750807,-4.8566319379123915,FALSE,FALSE,FALSE
AAAS,-0.4401871004056804,-0.10331664130434783,-1.655442783543774,0.0989759660973201,0.23981898184923708,-4.856784774626355,FALSE,FALSE,FALSE
CAPN10,0.6655279736308318,0.09250063043478261,1.6553487531567128,0.09899504483311532,0.23981898184923708,-4.856932706200807,FALSE,FALSE,FALSE
VPS9D1,0.6435484036511157,-0.05595709420289856,1.6550383589922868,0.0990580446630055,0.23992531033732584,-4.857420969681195,FALSE,FALSE,FALSE
GOLGA7,0.9544925655848558,0.20852029347826087,1.6547440925670795,0.0991178007964535,0.2400237428737262,-4.857883780719557,FALSE,FALSE,FALSE
SPSB2,0.2454923573360381,-2.8287318840579433e-4,1.6544821851903464,0.09917086712005022,0.24010594052436376,-4.858295380448517,FALSE,FALSE,FALSE
